Run	SubRun	Prompt Entry	Prompt EV	Prompt GTID	Prompt Energy	Prompt Radius	Prompt OWLHits	Prompt NHits	Prompt 50MHz	Delayed Entry	Delayed EV	Delayed GTID	Delayed Energy	Delayed Radius	Delayed OWLHits	Delayed NHits	Delayed 50MHz	Delta T(ms)	Delta R(m)
301097	9	175248	0	5485507	1.4301	387.567	0	1326	1555928753432	175256	0	5485515	2.17877	1203.8	1	1296	1555928753616	0.00368	1033.41
301097	9	175249	0	5485508	0.901315	1633.36	0	941	1555928753455	175256	0	5485515	2.17877	1203.8	1	1296	1555928753616	0.00322	1994.21
301097	9	175253	0	5485512	1.15322	709.886	0	1040	1555928753547	175256	0	5485515	2.17877	1203.8	1	1296	1555928753616	0.00138	835.009
301097	9	175254	0	5485513	1.48214	1688.05	0	1147	1555928753570	175256	0	5485515	2.17877	1203.8	1	1296	1555928753616	0.00092	2059.88
301101	2	82663	0	4167906	1.80187	1881	0	1079	2187719305163	82664	0	4167907	2.17756	2516.54	0	1223	2187719305186	0.00046	1958.69
301108	7	409490	0	4810890	1.32264	1912.64	0	1503	3241707934314	409497	0	4810897	1.86597	2964.97	0	1472	3241707934475	0.00322	1708.27
301108	7	409495	0	4810895	1.15226	1592.92	0	1203	3241707934429	409497	0	4810897	1.86597	2964.97	0	1472	3241707934475	0.00092	2489.08
301108	7	409498	0	4810898	2.40674	1706.63	0	1490	3241707934498	409499	0	4810899	2.10866	1831.43	0	1172	3241707934521	0.00046	2175.17
301110	2	271423	0	3144717	1.3609	495.657	0	1669	3538005773911	271431	0	3144725	1.90827	2097.41	0	1578	3538005774095	0.00368	1923.8
301110	2	271431	0	3144725	1.90827	2097.41	0	1578	3538005774095	271432	0	3144726	1.97566	1709.99	0	1331	3538005774118	0.00046	2146.6
301111	1	163939	0	11594393	0.950484	2045.26	0	1031	3703596168602	163945	0	11594399	1.91511	814.87	0	1357	3703596168740	0.00276	1947.68
301111	1	163945	0	11594399	1.91511	814.87	0	1357	3703596168740	163946	0	11594400	2.20482	2099.62	0	1361	3703596168763	0.00046	2399.76
301112	9	244404	0	9117225	2.57369	1237.46	0	1333	3984084709864	244413	0	9117234	1.86173	1333.5	0	856	3984084710071	0.00414	2153.46
301112	9	244412	0	9117233	1.40604	1563.37	1	766	3984084710048	244413	0	9117234	1.86173	1333.5	0	856	3984084710071	0.00046	1437.33
301116	4	510001	0	9463394	1.76438	3194.02	0	1217	4647772915236	510002	0	9463395	2.14776	1852.91	0	1207	4647772915259	0.00046	2200.22
301118	5	184872	0	11338885	5.05705	1649.51	0	1905	5013042739234	184873	0	11338886	2.42851	2011.52	0	1363	5013042739257	0.00046	682.734
301121	9	75563	0	7809848	0.919778	2146	0	962	5601408176763	75569	0	7809854	1.90704	1389.81	0	1236	5601408176900	0.00274	2283.27
301121	9	75567	0	7809852	1.10094	708.027	0	966	5601408176854	75569	0	7809854	1.90704	1389.81	0	1236	5601408176900	0.00092	2091.31
301121	9	75568	0	7809853	1.30761	3118.45	0	1140	5601408176877	75569	0	7809854	1.90704	1389.81	0	1236	5601408176900	0.00046	2269.22
301121	11	150053	0	9138774	1.06769	661.021	0	2296	5627569206847	150055	0	9138776	1.90137	2425.13	0	2507	5627569206893	0.00092	1936.78
301124	1	318865	0	13774284	1.27002	2821.32	0	1976	6047387922386	318872	0	13774291	1.87715	1755.72	1	1977	6047387922547	0.00322	1125.62
